image_name,pci
"3920_[40.707993811151326, -89.38933436572704]_ 2023-10-18 16-19-11_18.23915_LD.jpg",100
"11779_(40.7265118333333, -89.4494936666667)_ 2023-10-18 20-43-06_33.93825_D.jpg",42
"8659_[40.70357149100947, -89.40662316156293]_ 2023-10-18 18-08-00_20.017_LD.jpg",34
"34708_(40.7136346666667, -89.432546)_ 2023-10-18 19-30-39_3.3078_D.jpg",64
"60360_(40.6996661666667, -89.4598866666667)_ 2023-10-20 18-34-34_45.7912_D.jpg",100
"29179_[40.70676502738495, -89.4118204216618]_ 2023-10-18 18-33-49_31.52215_LD.jpg",100
"36975_(40.7244426666667, -89.4333558333333)_ 2023-10-18 19-51-50_35.52185_D.jpg",47
"41488_(40.7041101666667, -89.4577555)_ 2023-10-20 16-39-01_49.51525_D.jpg",64
"7487_(40.7045165, -89.3936636666667)_ 2023-10-18 17-43-41_38.1174_D.jpg",64
"20284_[40.70547264789286, -89.43425786017815]_ 2023-10-20 19-07-33_36.1675_LD.jpg",4
"41880_(40.7051031666667, -89.462475)_ 2023-10-20 16-42-57_22.8364_D.jpg",100
"37005_[40.72391889105051, -89.4344681137244]_ 2023-10-18 19-52-08_20.69595_LD.jpg",48
"49841_[40.725157090420105, -89.45090124808205]_ 2023-10-18 20-44-19_26.54565_LD.jpg",64
"2362_(40.7055931666667, -89.4068893333333)_ 2023-10-18 15-52-51_13.3792_D.jpg",35
"5331_(40.70457, -89.3948728333333)_ 2023-10-18 16-33-45_25.4153_D.jpg",100
"41786_(40.7049671666667, -89.4623148333333)_ 2023-10-20 16-41-52_29.06165_D.jpg",4
"51283_(40.7138968333333, -89.4318886666667)_ 2023-10-20 15-43-27_12.9685_D.jpg",64
"11418_[40.72087133037998, -89.45063265780662]_ 2023-10-18 20-39-14_15.53815_LD.jpg",48
"35441_[40.71202048274709, -89.42890418681087]_ 2023-10-18 19-36-58_29.7369_LD.jpg",100
"29351_(40.7064461666667, -89.4118505)_ 2023-10-18 18-35-57_30.1661_D.jpg",100
"41870_[40.704790353804064, -89.46209692208512]_ 2023-10-20 16-42-52_34.32675_LD.jpg",4
"48055_[40.69622412101661, -89.40675292020704]_ 2023-10-20 21-08-04_47.9779_LD.jpg",36
"3951_[40.709220292101115, -89.38951395729609]_ 2023-10-18 16-19-28_18.6147_LD.jpg",100
"55478_(40.6964475, -89.4801008333333)_ 2023-10-20 17-50-50_32.52855_D.jpg",78
"45521_(40.7067131666667, -89.4118315)_ 2023-10-20 19-46-18_32.3528_D.jpg",100
"36459_(40.7203786666667, -89.432907)_ 2023-10-18 19-46-24_37.31265_D.jpg",48
"41524_[40.70515899285913, -89.45917257156606]_ 2023-10-20 16-39-12_61.46255_LD.jpg",48
"56816_(40.6886811666667, -89.4835831666667)_ 2023-10-20 18-04-19_45.0179_D.jpg",87
"8422_(40.7029245, -89.4051761666667)_ 2023-10-18 18-03-41_8.5026_D.jpg",100
"55463_[40.69634650982138, -89.48084450534607]_ 2023-10-20 17-50-43_24.81035_LD.jpg",100
"41824_[40.70472358474285, -89.46041366966014]_ 2023-10-20 16-42-11_33.22045_LD.jpg",4
"39174_(40.732913, -89.4393326666667)_ 2023-10-18 20-10-53_30.5139_D.jpg",48
"27223_(40.709214, -89.4027001666667)_ 2023-10-18 17-26-32_33.7736_D.jpg",93
"5387_(40.7037278333333, -89.393048)_ 2023-10-18 16-34-21_30.6545_D.jpg",100
"34305_[40.716151932605136, -89.4238515926911]_ 2023-10-18 19-26-21_37.97125_LD.jpg",92
"24841_[40.699631570813075, -89.42161724260299]_ 2023-10-20 20-38-23_45.806_LD.jpg",55
"16704_(40.6968086666667, -89.4774321666667)_ 2023-10-20 17-34-18_27.639_D.jpg",84
"41875_[40.70493719836436, -89.46231038428954]_ 2023-10-20 16-42-54_35.31465_LD.jpg",64
"55418_[40.69658810920788, -89.47901666067303]_ 2023-10-20 17-50-13_29.00615_LD.jpg",100
"59850_[40.7001778964954, -89.46189890497594]_ 2023-10-20 18-27-59_59.1482_LD.jpg",75
"60376_(40.7003896666667, -89.4598965)_ 2023-10-20 18-34-40_43.623_D.jpg",100
"34992_(40.714312, -89.4307636666667)_ 2023-10-18 19-32-59_33.4665_D.jpg",64
"43615_[40.69387393499237, -89.47411462867578]_ 2023-10-20 17-00-14_9.6644_LD.jpg",16
"36263_(40.7193128333333, -89.4299536666667)_ 2023-10-18 19-43-49_22.8734_D.jpg",100
"41892_(40.7051313333333, -89.4629885)_ 2023-10-20 16-43-16_39.97665_D.jpg",74
"28069_(40.7099436666667, -89.394904)_ 2023-10-18 17-36-00_28.64725_D.jpg",100
"15377_[40.694758209281474, -89.47411291546472]_ 2023-10-20 17-19-11_3.76475_LD.jpg",88
"50500_[40.7173391967285, -89.44579905884163]_ 2023-10-18 20-50-47_53.5057_LD.jpg",47
"56606_(40.6891131666667, -89.4836173333333)_ 2023-10-20 18-02-29_44.1077_D.jpg",100
"58492_[40.69447609799769, -89.47408057651397]_ 2023-10-20 18-16-59_39.4494_LD.jpg",100
"29186_[40.707037179352575, -89.41182942191898]_ 2023-10-18 18-33-53_21.19545_LD.jpg",100
"13254_[40.69861425142143, -89.44606833231776]_ 2023-10-20 16-24-35_27.08215_LD.jpg",100
"41436_[40.70380636434594, -89.4554383038836]_ 2023-10-20 16-38-41_60.2064_LD.jpg",28
"26506_[40.70918075136602, -89.40305001045414]_ 2023-10-18 17-17-14_34.99645_LD.jpg",100
"58223_(40.6849651666667, -89.4704776666667)_ 2023-10-20 18-15-25_49.1249_D.jpg",43
"24247_(40.6975748333333, -89.4276871666667)_ 2023-10-20 20-32-34_39.3606_D.jpg",46
"29172_[40.70649124197125, -89.41181014067895]_ 2023-10-18 18-33-45_28.0904_LD.jpg",100
"53958_(40.7045505, -89.4904943333333)_ 2023-10-20 17-38-55_12.4431_D.jpg",6
"5403_[40.70312289443488, -89.39305989344527]_ 2023-10-18 16-34-29_29.5001_LD.jpg",100
"41904_[40.70484972177969, -89.46352697410357]_ 2023-10-20 16-43-20_53.67405_LD.jpg",88
"3699_[40.70789008396402, -89.39479559449772]_ 2023-10-18 16-16-26_29.0006_LD.jpg",100
"34689_[40.71381763506597, -89.43197138697755]_ 2023-10-18 19-30-14_20.42955_LD.jpg",100
"58997_(40.6860711666667, -89.4647453333333)_ 2023-10-20 18-20-25_23.59675_D.jpg",4
"33896_(40.7172991666667, -89.4223441666667)_ 2023-10-18 19-21-48_20.4314_D.jpg",64
"33860_(40.717746, -89.4211941666667)_ 2023-10-18 19-21-25_19.3288_D.jpg",64
"10_(40.7159171666667, -89.4444868333333)_ 2023-10-18 15-41-24_13.0906_D.jpg",38
"36925_[40.7247516973726, -89.43160390399422]_ 2023-10-18 19-51-18_25.39125_LD.jpg",42
"30504_[40.71889706821229, -89.40739757588]_ 2023-10-18 18-49-36_50.54755_LD.jpg",38
"3709_(40.7082936666667, -89.394825)_ 2023-10-18 16-16-31_31.9532_D.jpg",100
"29340_(40.7068846666667, -89.4118631666666)_ 2023-10-18 18-35-52_33.7773_D.jpg",98
"39287_[40.72961645539763, -89.43975990455478]_ 2023-10-18 20-11-50_25.57625_LD.jpg",49
"23245_[40.69995963175246, -89.4215785849952]_ 2023-10-20 20-22-28_45.82265_LD.jpg",74
"20036_[40.70496808915936, -89.43959398141651]_ 2023-10-20 19-05-23_46.87715_LD.jpg",25
"32112_[40.7170704273302, -89.41239293583992]_ 2023-10-18 19-03-23_18.4778_LD.jpg",48
"8828_[40.70261849323287, -89.41033350886849]_ 2023-10-18 18-10-49_28.59915_LD.jpg",40
"8533_(40.7031613333333, -89.4065303333334)_ 2023-10-18 18-05-10_23.24155_D.jpg",12
"20469_[40.7090654786325, -89.43500526224797]_ 2023-10-20 19-09-25_25.67985_LD.jpg",100
"14410_(40.7040088333333, -89.454788)_ 2023-10-20 16-36-33_65.44745_D.jpg",38
"11174_[40.72146723952172, -89.447461553421]_ 2023-10-18 20-36-48_23.5653_LD.jpg",34
"33672_(40.716459, -89.4189251666667)_ 2023-10-18 19-19-29_35.96955_D.jpg",75
"24994_[40.703187767621785, -89.41777037654123]_ 2023-10-20 20-39-44_53.21155_LD.jpg",92
"3893_(40.708683, -89.3894146666667)_ 2023-10-18 16-18-50_33.0965_D.jpg",100
"56611_(40.6888836666667, -89.4836135)_ 2023-10-20 18-02-31_46.85865_D.jpg",100
"29455_[40.70663075331588, -89.41187873386075]_ 2023-10-18 18-37-49_32.0346_LD.jpg",100
"28231_(40.705109, -89.3948775)_ 2023-10-18 17-37-41_32.70245_D.jpg",100
"33821_(40.7178776666667, -89.4210618333333)_ 2023-10-18 19-20-53_37.09805_D.jpg",64
"47310_[40.70322086945909, -89.42496621334499]_ 2023-10-20 20-08-52_58.25465_LD.jpg",12
"22409_(40.7138056666667, -89.4231658333333)_ 2023-10-20 19-29-19_24.90285_D.jpg",4
"23863_(40.6958405, -89.426179)_ 2023-10-20 20-28-14_15.48265_D.jpg",28
"45532_(40.7062816666667, -89.4118276666667)_ 2023-10-20 19-46-24_24.7715_D.jpg",100
"41921_[40.70470742083147, -89.46444491160247]_ 2023-10-20 16-43-25_55.03565_LD.jpg",100
"16262_(40.6968781666667, -89.4836558333333)_ 2023-10-20 17-29-44_51.8814_D.jpg",40
"46929_(40.702329, -89.4216605)_ 2023-10-20 20-04-08_19.6803_D.jpg",4
"56621_(40.6884165, -89.4836105)_ 2023-10-20 18-02-35_46.324_D.jpg",100
"7210_[40.70457975864023, -89.40698700379822]_ 2023-10-18 17-08-57_30.13835_LD.jpg",44
"29091_[40.70700101125266, -89.41193961713648]_ 2023-10-18 18-32-45_16.52605_LD.jpg",100
"14270_(40.7037046666667, -89.455503)_ 2023-10-20 16-35-29_15.1552_D.jpg",19
"16236_[40.695879715670216, -89.4836227511727]_ 2023-10-20 17-29-36_50.8639_LD.jpg",47
"46792_[40.70323943458566, -89.41773236806576]_ 2023-10-20 20-01-42_47.16945_LD.jpg",62
"36893_[40.72345140418444, -89.43148719231483]_ 2023-10-18 19-51-00_32.75425_LD.jpg",38
"27722_[40.71148742079191, -89.39642875248535]_ 2023-10-18 17-32-19_27.3911_LD.jpg",100
"22043_(40.7124268333333, -89.41755)_ 2023-10-20 19-25-45_34.01595_D.jpg",64
"28401_[40.705896232816194, -89.40712548310505]_ 2023-10-18 18-18-41_5.36315_LD.jpg",48
"28737_[40.705082297032924, -89.41032468685395]_ 2023-10-18 18-27-17_7.9439_LD.jpg",44
"2478_(40.7032855, -89.4062658333333)_ 2023-10-18 15-55-06_21.1936_D.jpg",64
"39776_[40.71342242677122, -89.44789629044502]_ 2023-10-20 15-23-40_31.6202_LD.jpg",36
"35446_[40.71184500475558, -89.42884934162765]_ 2023-10-18 19-37-01_29.4816_LD.jpg",100
"47985_(40.6957181666667, -89.4098861666667)_ 2023-10-20 21-07-21_22.52005_D.jpg",27
"35153_[40.71574126106509, -89.42932824573063]_ 2023-10-18 19-34-19_25.8223_LD.jpg",100
"5413_(40.7027395, -89.393032)_ 2023-10-18 16-34-34_28.4567_D.jpg",100
"20343_(40.7054266666667, -89.4344975)_ 2023-10-20 19-08-18_34.0955_D.jpg",6
"6465_(40.7031375, -89.4021101666666)_ 2023-10-18 16-52-38_9.20005_D.jpg",21
"41516_[40.704902093103414, -89.45883636952628]_ 2023-10-20 16-39-10_59.04275_LD.jpg",48
"57_(40.716512, -89.4422771666667)_ 2023-10-18 15-41-51_51.04335_D.jpg",42
"23421_(40.6973483333333, -89.425294)_ 2023-10-20 20-23-50_28.9081_D.jpg",27
"41465_[40.70343743797647, -89.45685931568157]_ 2023-10-20 16-38-53_36.5856_LD.jpg",8
"35435_[40.71223424201303, -89.42899801134897]_ 2023-10-18 19-36-55_31.0245_LD.jpg",100
"14331_[40.70227546351055, -89.45814055713998]_ 2023-10-20 16-36-04_36.2489_LD.jpg",47
"39725_(40.7134896666667, -89.4463795)_ 2023-10-20 15-23-08_32.4046_D.jpg",27
"7442_(40.7029851666667, -89.3930478333333)_ 2023-10-18 17-43-15_43.6674_D.jpg",100
"34977_[40.714955311069026, -89.43082123001352]_ 2023-10-18 19-32-52_35.6236_LD.jpg",100
"12075_[40.69121713441933, -89.43902783394309]_ 2023-10-20 16-12-05_8.6765_LD.jpg",100
"55398_(40.6968101666667, -89.478019)_ 2023-10-20 17-50-03_32.0198_D.jpg",89
"51295_(40.7137608333333, -89.4323303333333)_ 2023-10-20 15-43-37_30.6878_D.jpg",100
"45765_[40.70419975154677, -89.41465485190403]_ 2023-10-20 19-49-27_7.8033_LD.jpg",4
"15574_[40.69253224885693, -89.47739041649277]_ 2023-10-20 17-22-11_22.6292_LD.jpg",37
"38620_(40.7269606666667, -89.4317305)_ 2023-10-18 20-05-17_22.7254_D.jpg",48
"28232_(40.7050693333333, -89.3948771666667)_ 2023-10-18 17-37-42_31.89215_D.jpg",100
"41869_[40.70476803332515, -89.46204529516407]_ 2023-10-20 16-42-51_34.27865_LD.jpg",64
"57289_(40.6946923333333, -89.4746886666667)_ 2023-10-20 18-09-24_38.78525_D.jpg",100
"16865_(40.6970931666667, -89.4836876666667)_ 2023-10-20 17-35-53_48.31645_D.jpg",44
"7444_[40.703072421781876, -89.3930770541342]_ 2023-10-18 17-43-16_45.103_LD.jpg",100
"60282_(40.696454, -89.4592751666667)_ 2023-10-20 18-34-06_45.8208_D.jpg",64
"55425_(40.6965528333333, -89.4793676666667)_ 2023-10-20 17-50-17_32.2418_D.jpg",64
"4059_(40.7069748333333, -89.3874133333333)_ 2023-10-18 16-20-30_26.8065_D.jpg",44
"19391_[40.70492841819679, -89.44124965056584]_ 2023-10-20 18-57-15_50.6863_LD.jpg",18
"51860_(40.7102125, -89.4341693333334)_ 2023-10-20 15-49-41_39.65475_D.jpg",44
"16054_(40.6931423333333, -89.4815383333333)_ 2023-10-20 17-27-13_23.7688_D.jpg",2
"55444_(40.6964473333333, -89.4804348333333)_ 2023-10-20 17-50-26_34.9687_D.jpg",94
"501_[40.72002875746783, -89.4179360675585]_ 2023-10-18 15-44-04_61.70675_LD.jpg",100
"59925_(40.6995205, -89.4599021666667)_ 2023-10-20 18-28-28_49.19335_D.jpg",45
"15364_[40.69424225969916, -89.47407811178383]_ 2023-10-20 17-19-01_35.77715_LD.jpg",100
"60358_(40.699574, -89.4598878333333)_ 2023-10-20 18-34-33_46.4017_D.jpg",100
"20471_(40.7091298333333, -89.4350913333333)_ 2023-10-20 19-09-26_28.32535_D.jpg",65
"29343_[40.706758890959236, -89.41188522663799]_ 2023-10-18 18-35-53_33.00955_LD.jpg",100
"32444_(40.7181983333333, -89.4155148333333)_ 2023-10-18 19-07-26_42.99955_D.jpg",91
"55497_(40.6965948333333, -89.4790976666667)_ 2023-10-20 17-50-59_34.1288_D.jpg",90
"59981_[40.697194175801, -89.45952664852733]_ 2023-10-20 18-28-48_46.80685_LD.jpg",66
"19832_(40.7080451666667, -89.4386688333333)_ 2023-10-20 19-03-03_39.1275_D.jpg",46
"45304_(40.7086966666667, -89.4118873333333)_ 2023-10-20 19-43-40_40.85725_D.jpg",100
"29357_(40.7062128333333, -89.4118658333334)_ 2023-10-18 18-36-01_17.09215_D.jpg",100
"55534_[40.69679407139576, -89.47719575989424]_ 2023-10-20 17-51-18_9.80315_LD.jpg",91
"46905_[40.70299355546533, -89.4211767539059]_ 2023-10-20 20-03-28_29.4261_LD.jpg",4
"29092_(40.7069718333333, -89.4119038333333)_ 2023-10-18 18-32-46_19.6322_D.jpg",100
"5420_[40.70245776591289, -89.39305407258276]_ 2023-10-18 16-34-38_24.51805_LD.jpg",100
"25623_[40.69041197718216, -89.40812795170523]_ 2023-10-20 20-44-03_8.78195_LD.jpg",14
"3933_[40.70851263518928, -89.3894089802308]_ 2023-10-18 16-19-19_30.71555_LD.jpg",100
"34551_[40.715755417714995, -89.42929341691757]_ 2023-10-18 19-28-56_32.8005_LD.jpg",64
"27801_(40.7101736666667, -89.396157)_ 2023-10-18 17-33-19_31.8348_D.jpg",100
"28300_[40.70373453863557, -89.3931128988848]_ 2023-10-18 17-38-34_38.8315_LD.jpg",100
"46894_(40.70311, -89.4205798333333)_ 2023-10-20 20-03-23_47.1491_D.jpg",38
"46103_[40.701845692533745, -89.41742454507045]_ 2023-10-20 19-54-08_10.2231_LD.jpg",100
"18981_(40.704934, -89.4444608333333)_ 2023-10-20 18-52-42_47.582_D.jpg",42
"60393_(40.7010355, -89.4601528333333)_ 2023-10-20 18-34-50_18.5925_D.jpg",65
"8422_[40.702901595187754, -89.40516110039015]_ 2023-10-18 18-03-41_8.5026_LD.jpg",98
"41698_[40.70753192145827, -89.45974618962674]_ 2023-10-20 16-40-47_45.30835_LD.jpg",43
"16666_(40.6965228333333, -89.4795105)_ 2023-10-20 17-34-00_36.0158_D.jpg",62
"26068_[40.706152547984914, -89.40693425117797]_ 2023-10-18 17-11-41_19.1512_LD.jpg",45
"25541_[40.690300251498954, -89.4093008446873]_ 2023-10-20 20-42-55_51.4485_LD.jpg",48
"30491_(40.7184123333333, -89.4073618333333)_ 2023-10-18 18-49-32_49.4542_D.jpg",46
"45298_[40.70894039455551, -89.41191891554271]_ 2023-10-20 19-43-37_29.40945_LD.jpg",100
"46795_(40.7032618333333, -89.4179201666667)_ 2023-10-20 20-01-43_47.4784_D.jpg",48
"15103_[40.69646737980543, -89.46864450515525]_ 2023-10-20 17-15-49_20.85135_LD.jpg",4
"5912_(40.7027198333333, -89.3983605)_ 2023-10-18 16-41-46_20.2945_D.jpg",99
"39785_[40.713430418150836, -89.44743049092837]_ 2023-10-20 15-23-44_39.69545_LD.jpg",70
"25012_(40.7032456666667, -89.4168683333333)_ 2023-10-20 20-39-50_49.04535_D.jpg",64
"337_[40.71931890972321, -89.42729819263212]_ 2023-10-18 15-43-15_55.9477_LD.jpg",100
"47319_[40.70326250331668, -89.42547416640375]_ 2023-10-20 20-08-55_55.66835_LD.jpg",43
"27687_(40.7104758333333, -89.396369)_ 2023-10-18 17-31-59_32.4157_D.jpg",71
"41743_(40.7062533333333, -89.4614635)_ 2023-10-20 16-41-32_40.9516_D.jpg",64
"46058_(40.7025853333333, -89.4174346666667)_ 2023-10-20 19-53-33_33.0595_D.jpg",100
"18972_(40.704927, -89.4449836666667)_ 2023-10-20 18-52-39_38.5577_D.jpg",48
"51289_(40.713906, -89.4320898333333)_ 2023-10-20 15-43-34_21.80595_D.jpg",64
"16693_(40.6967808333333, -89.4780445)_ 2023-10-20 17-34-12_35.5977_D.jpg",100
"8419_(40.7029495, -89.4050413333333)_ 2023-10-18 18-03-34_11.39045_D.jpg",4
"5371_[40.70433673932349, -89.39309891056526]_ 2023-10-18 16-34-12_17.14025_LD.jpg",96
"29355_(40.7062865, -89.4118473333333)_ 2023-10-18 18-35-59_24.40705_D.jpg",100
"35158_(40.7157676666667, -89.4290715)_ 2023-10-18 19-34-22_32.85785_D.jpg",64
"10746_(40.7238068333333, -89.4459805)_ 2023-10-18 20-31-56_20.1095_D.jpg",100
"667_(40.7202043333333, -89.4077326666666)_ 2023-10-18 15-44-56_27.70745_D.jpg",100
"28915_(40.7052446666667, -89.4119003333333)_ 2023-10-18 18-29-59_9.6311_D.jpg",44
"41458_(40.7033795, -89.4564965)_ 2023-10-20 16-38-49_31.3797_D.jpg",25
"60038_(40.69484, -89.4592608333333)_ 2023-10-20 18-29-09_41.2957_D.jpg",62
"59843_(40.7000255, -89.4622516666667)_ 2023-10-20 18-27-57_60.3951_D.jpg",100
"20500_(40.7092308333333, -89.435416)_ 2023-10-20 19-09-55_22.27585_D.jpg",87
"11931_(40.6911913333333, -89.4388728333333)_ 2023-10-20 16-10-23_40.2116_D.jpg",100
"8172_[40.703454916611925, -89.40259842262768]_ 2023-10-18 17-57-10_21.70235_LD.jpg",36
"60127_(40.6916803333333, -89.4600595)_ 2023-10-20 18-30-12_28.79895_D.jpg",66
"47918_[40.7049929197562, -89.42255934482489]_ 2023-10-20 20-13-49_27.0137_LD.jpg",4
"35339_(40.7107381666667, -89.4273033333333)_ 2023-10-18 19-36-01_32.83935_D.jpg",100
"52310_(40.7040068333333, -89.4323868333333)_ 2023-10-20 15-54-37_18.19105_D.jpg",8
"46901_(40.703045, -89.4209788333333)_ 2023-10-20 20-03-26_39.3495_D.jpg",46
"32426_(40.717437, -89.4153226666667)_ 2023-10-18 19-07-18_40.6445_D.jpg",78
"55532_[40.69677575092098, -89.477298]_ 2023-10-20 17-51-15_14.25425_LD.jpg",96
"52527_[40.69857805571455, -89.43332057629773]_ 2023-10-20 15-56-58_29.23_LD.jpg",100
"13163_[40.698494547438656, -89.4439325187346]_ 2023-10-20 16-23-25_20.70705_LD.jpg",64
"27806_[40.7099826617191, -89.39607652540732]_ 2023-10-18 17-33-22_24.5828_LD.jpg",100
"5326_(40.7047661666667, -89.3948688333333)_ 2023-10-18 16-33-42_30.09025_D.jpg",100
"16059_(40.6930693333333, -89.4817521666667)_ 2023-10-20 17-27-18_13.7011_D.jpg",42
"52315_(40.70398, -89.4321355)_ 2023-10-20 15-54-41_20.31485_D.jpg",49
"27830_[40.709896167170186, -89.3950024074334]_ 2023-10-18 17-33-41_30.9135_LD.jpg",100
"25404_(40.69455, -89.4068296666667)_ 2023-10-20 20-42-08_62.77605_D.jpg",42
"3917_[40.707912117802486, -89.38925411512149]_ 2023-10-18 16-19-08_11.56435_LD.jpg",100
"14537_(40.6897136666667, -89.4673545)_ 2023-10-20 17-08-55_23.74105_D.jpg",45
"31281_(40.7202701666667, -89.4076921666667)_ 2023-10-18 18-55-09_34.2176_D.jpg",100
"50606_[40.716433354720145, -89.44196122423635]_ 2023-10-18 20-51-35_12.8871_LD.jpg",25
"52790_[40.697513009798605, -89.4318242518022]_ 2023-10-20 16-00-05_16.5464_LD.jpg",36
"47044_(40.7033326666667, -89.426483)_ 2023-10-20 20-05-56_29.3151_D.jpg",25
"56814_(40.6885905, -89.4835813333333)_ 2023-10-20 18-04-18_45.0364_D.jpg",95
"59956_(40.6982691666667, -89.459897)_ 2023-10-20 18-28-38_46.63665_D.jpg",51
"3950_(40.7091881666667, -89.3894778333333)_ 2023-10-18 16-19-27_22.23885_D.jpg",100
"16461_[40.69658382718844, -89.47902207510873]_ 2023-10-20 17-31-25_32.7339_LD.jpg",47
"19280_(40.7036048333333, -89.4417475)_ 2023-10-20 18-56-15_28.9525_D.jpg",48
"1108_(40.7033875, -89.4058156666667)_ 2023-10-18 15-48-53_23.63005_D.jpg",81
"45302_[40.70877919808984, -89.41191724507425]_ 2023-10-20 19-43-39_38.63725_LD.jpg",100
"60306_(40.6974803333333, -89.4596851666667)_ 2023-10-20 18-34-15_42.89965_D.jpg",100
"57312_[40.694256659824184, -89.47411704097108]_ 2023-10-20 18-09-39_36.2748_LD.jpg",84
"19608_[40.705074584367466, -89.44488842121943]_ 2023-10-20 19-00-51_43.8191_LD.jpg",41
"35155_[40.71574058442304, -89.42922690380497]_ 2023-10-18 19-34-20_29.22815_LD.jpg",100
"60269_(40.6959118333333, -89.4592708333333)_ 2023-10-20 18-34-01_36.36915_D.jpg",93
"15402_(40.694693, -89.4752523333333)_ 2023-10-20 17-20-30_52.60845_D.jpg",100
"45200_[40.70886306821236, -89.41189890921319]_ 2023-10-20 19-42-32_29.3151_LD.jpg",64
"56131_(40.6938573333333, -89.477922)_ 2023-10-20 17-57-36_32.9522_D.jpg",46
"27746_[40.711486100881174, -89.39582612133985]_ 2023-10-18 17-32-48_20.9975_LD.jpg",100
"4480_(40.716927, -89.3875136666667)_ 2023-10-18 16-24-58_39.44755_D.jpg",6
"33894_(40.7172246666667, -89.4223726666667)_ 2023-10-18 19-21-47_13.73255_D.jpg",64
"3899_(40.7084425, -89.3893976666667)_ 2023-10-18 16-18-53_30.57495_D.jpg",100
"60083_[40.6934559032645, -89.45998326569672]_ 2023-10-20 18-29-48_16.4169_LD.jpg",58
"55483_(40.6964686666667, -89.479818)_ 2023-10-20 17-50-53_35.3979_D.jpg",100
"15392_(40.6948176666667, -89.4747518333333)_ 2023-10-20 17-20-26_42.96995_D.jpg",100
"34702_[40.71374419742192, -89.43227566355571]_ 2023-10-18 19-30-26_28.15145_LD.jpg",100
"16472_[40.696493739957845, -89.47960191559179]_ 2023-10-20 17-31-30_33.23155_LD.jpg",55
"59877_[40.70079329539507, -89.46066079187685]_ 2023-10-20 18-28-07_43.07725_LD.jpg",48
"46889_[40.70311200324496, -89.42026866783446]_ 2023-10-20 20-03-21_46.4794_LD.jpg",8
"19611_(40.7051003333333, -89.4450525)_ 2023-10-20 19-00-52_39.18855_D.jpg",16
"36289_[40.72029637634119, -89.4304019112988]_ 2023-10-18 19-44-02_41.292_LD.jpg",41
"35461_(40.7112805, -89.4288043333333)_ 2023-10-18 19-37-09_25.937_D.jpg",62
"58994_[40.686177255691376, -89.46470105585797]_ 2023-10-20 18-20-23_26.09795_LD.jpg",40
"29068_[40.70638960536471, -89.4118967796866]_ 2023-10-18 18-32-23_31.2169_LD.jpg",100
"13299_(40.6995905, -89.4463731666667)_ 2023-10-20 16-25-14_32.18445_D.jpg",42
"8388_(40.7022708333333, -89.4043616666667)_ 2023-10-18 18-02-55_10.73555_D.jpg",2
"16481_(40.6964756666667, -89.4801048333333)_ 2023-10-20 17-31-35_34.44885_D.jpg",100
"46054_(40.7024213333333, -89.417434)_ 2023-10-20 19-53-31_32.94665_D.jpg",100
"27217_[40.70918861617139, -89.40304815584774]_ 2023-10-18 17-26-29_35.65505_LD.jpg",100
"56587_(40.689883, -89.4836386666667)_ 2023-10-20 18-02-20_24.1758_D.jpg",44
"18997_(40.7047821666667, -89.4436745)_ 2023-10-20 18-52-51_20.572_D.jpg",40
"16685_(40.6967176666667, -89.4785038333333)_ 2023-10-20 17-34-08_35.26285_D.jpg",88
"1287_[40.699373956663266, -89.40239271668378]_ 2023-10-20 21-38-40_18.9699_LD.jpg",-7
"16472_(40.696521, -89.4796048333333)_ 2023-10-20 17-31-30_33.23155_D.jpg",86
"9619_(40.7268756666667, -89.4395143333334)_ 2023-10-18 20-20-51_35.3276_D.jpg",45
"16646_[40.6963959927964, -89.48054686628478]_ 2023-10-20 17-33-51_35.27765_LD.jpg",96
"8070_[40.703453585489676, -89.40217257306895]_ 2023-10-18 17-55-12_26.75285_LD.jpg",4
"5922_(40.7031135, -89.3983846666667)_ 2023-10-18 16-41-54_20.8569_D.jpg",100
"35339_[40.7107107514369, -89.42730350152493]_ 2023-10-18 19-36-01_32.83935_LD.jpg",88
"60044_(40.694602, -89.4592606666667)_ 2023-10-20 18-29-12_38.87775_D.jpg",70
"23260_(40.6993608333333, -89.4216023333333)_ 2023-10-20 20-22-33_55.3113_D.jpg",83
"708_(40.7187466666667, -89.4073646666667)_ 2023-10-18 15-45-17_48.6846_D.jpg",40
"59844_(40.700051, -89.4622026666667)_ 2023-10-20 18-27-57_60.23785_D.jpg",100
"47364_[40.70348058922442, -89.42790939628053]_ 2023-10-20 20-09-09_33.61265_LD.jpg",12
"14698_[40.69239324193839, -89.46610639401338]_ 2023-10-20 17-11-30_32.9707_LD.jpg",49
"56823_(40.688989, -89.4835891666667)_ 2023-10-20 18-04-21_42.7202_D.jpg",100
"29173_[40.70652924963828, -89.4118097520639]_ 2023-10-18 18-33-46_29.11715_LD.jpg",100
"23264_(40.6991945, -89.421602)_ 2023-10-20 20-22-34_55.4926_D.jpg",65
"59684_(40.6966458333333, -89.469682)_ 2023-10-20 18-27-08_28.85445_D.jpg",44
"27179_[40.70925367559699, -89.40506449271635]_ 2023-10-18 17-26-08_12.02315_LD.jpg",92
"3905_[40.708213473173, -89.38942906891552]_ 2023-10-18 16-18-56_29.38355_LD.jpg",100
"39986_[40.71355202420274, -89.44403088016844]_ 2023-10-20 15-25-41_27.2949_LD.jpg",89
